Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"July 12th, 2019",b'ICE to Start Raids on Sunday',"Immigration and Customs Enforcement (ICE) will be conducting sweeps to locate immigrants without legal status on Sunday. The raids will target roughly 2,000 families with outstanding deportation notices across 10 major cities.",Fox News (Online),Right ,b'Why those ICE raids are being announced in advance',https://www.foxnews.com/us/why-those-ice-raids-are-being-announced-in-advance
"June 29th, 2019",b'Mexico Announces Plan to Employ 40 000 Migrants'," Mexican President Andres Manuel Lopez Obrador has announced a plan to employ 40,000 Central American migrants in factory jobs as they await results from their United States asylum cases.",Reuters,Center ,"b'Mexican president announces plan to provide 40,000 jobs to migrants'",https://www.reuters.com/article/us-mexico-immigration/mexican-president-announces-plan-to-provide-40000-jobs-to-migrants-idUSKCN1TT2OA
"June 29th, 2019",b'Mexico Announces Plan to Employ 40 000 Migrants'," Mexican President Andres Manuel Lopez Obrador has announced a plan to employ 40,000 Central American migrants in factory jobs as they await results from their United States asylum cases.",Washington Examiner,Right ,b'Mexican president has plan to offer 40K jobs to migrants',https://www.washingtonexaminer.com/news/mexican-president-has-plan-to-offer-40k-jobs-to-migrants
"June 29th, 2019",b'Mexico Announces Plan to Employ 40 000 Migrants'," Mexican President Andres Manuel Lopez Obrador has announced a plan to employ 40,000 Central American migrants in factory jobs as they await results from their United States asylum cases.",Associated Press,Center ,"b'Mexico says \xe2\x80\x98maquila\xe2\x80\x99 plants to offer migrants 40,000 jobs'",https://www.apnews.com/ca77c8e809d44856a4e2f6b2b740d7aa
"June 19th, 2019",b'Alexandria Ocasio Cortez Compares Detention Centers for Illegal Immigrants to Concentration Camps',"Rep. Alexandria Ocasio-Cortez (D-NY) said during an Instagram Live session on Monday night that ""the U.S. is running concentration camps on our southern border, and that is exactly what they are."" The comments were quickly denounced by conservatives, who said the comparison is insensitive and demeaning to Holocaust victims. Immigration and Customs Enforcement director Mark Morgan, the Jewish Community Relations Council of New York, and the Zionist Organization of America (ZOA) condemned the representative's remarks, and a border patrol agent invited her to come visit the detention facilities.",Mother Jones,Left ,b'Republicans Claim Outrage Over Ocasio-Cortez\xe2\x80\x99s \xe2\x80\x9cConcentration Camps\xe2\x80\x9d Remarks',https://www.motherjones.com/politics/2019/06/ocasio-cortez-concentration-camps-immigrant-detention-centers/
"June 19th, 2019",b'Alexandria Ocasio Cortez Compares Detention Centers for Illegal Immigrants to Concentration Camps',"Rep. Alexandria Ocasio-Cortez (D-NY) said during an Instagram Live session on Monday night that ""the U.S. is running concentration camps on our southern border, and that is exactly what they are."" The comments were quickly denounced by conservatives, who said the comparison is insensitive and demeaning to Holocaust victims. Immigration and Customs Enforcement director Mark Morgan, the Jewish Community Relations Council of New York, and the Zionist Organization of America (ZOA) condemned the representative's remarks, and a border patrol agent invited her to come visit the detention facilities.",The Hill,Center ,b'Ocasio-Cortez under fire for concentration camp remarks',https://thehill.com/homenews/house/449221-ocasio-cortez-under-fire-for-concentration-camp-remarks
"June 19th, 2019",b'Alexandria Ocasio Cortez Compares Detention Centers for Illegal Immigrants to Concentration Camps',"Rep. Alexandria Ocasio-Cortez (D-NY) said during an Instagram Live session on Monday night that ""the U.S. is running concentration camps on our southern border, and that is exactly what they are."" The comments were quickly denounced by conservatives, who said the comparison is insensitive and demeaning to Holocaust victims. Immigration and Customs Enforcement director Mark Morgan, the Jewish Community Relations Council of New York, and the Zionist Organization of America (ZOA) condemned the representative's remarks, and a border patrol agent invited her to come visit the detention facilities.",The Daily Caller,Right ,"b""Border Patrol Agent Offers to Give Ocasio-Cortez a Personal Tour of Detention Facility After 'Disgusting' Holocaust Comparison""",https://dailycaller.com/2019/06/18/border-patrol-ocasio-cortez-camp/
"June 10th, 2019",b'Trump Defends Immigration Deal With Mexico',President Trump defends his immigration deal with Mexico against critics who claim there are no major new commitments to stem the flow of migration from Central America.,Washington Post,Left ,b'Trump defends deal with Mexico that critics say will do little to curb migrant crisis',https://www.washingtonpost.com/politics/trump-defends-deal-with-mexico-that-critics-say-will-do-little-to-curb-migrant-crisis/2019/06/09/0fd7d12e-8ada-11e9-8f69-a2795fca3343_story.html
"June 10th, 2019",b'Trump Defends Immigration Deal With Mexico',President Trump defends his immigration deal with Mexico against critics who claim there are no major new commitments to stem the flow of migration from Central America.,CBN,Right ,b'White House Touts Mexico Immigration Deal and Claims More to Come',https://www1.cbn.com/cbnnews/politics/2019/june/white-house-touts-mexico-immigration-deal-and-claims-more-to-come
"June 10th, 2019",b'Trump Defends Immigration Deal With Mexico',President Trump defends his immigration deal with Mexico against critics who claim there are no major new commitments to stem the flow of migration from Central America.,Reuters,Center ,b'Trump defends Mexico migration deal and pledges more detail',https://www.reuters.com/article/us-usa-trade-mexico/trump-defends-mexico-migration-deal-and-pledges-more-detail-idUSKCN1TA0GM
"June 6th, 2019",b'Before Tariff Deadline Mexican Armed Forces Meet Migrants Near the Border',"Before President Trump's Tariff Deadline, Mexican Armed Forces have doubled down on their efforts to restrict migrant caravans from crossing the U.S.-Mexico Border. Dozens of migrants have been detained by the Mexican government, on the same day that Mexican President Andres Manuel Lopez Obrador sent a delegate to hash out a deal with the Trump Administration, to avoid an about 5% blanket tariff on all Mexican goods. Many of the migrants detained are from Central America, namely Guatemala, Honduras, and El Salvador.",Washington Examiner,Right ,"b""Mexico blocks 1,000-migrant caravan ahead of Trump's tariff deadline""",https://www.washingtonexaminer.com/news/mexico-blocks-1-000-migrant-caravan-ahead-of-trumps-tariff-deadline
"June 6th, 2019",b'Before Tariff Deadline Mexican Armed Forces Meet Migrants Near the Border',"Before President Trump's Tariff Deadline, Mexican Armed Forces have doubled down on their efforts to restrict migrant caravans from crossing the U.S.-Mexico Border. Dozens of migrants have been detained by the Mexican government, on the same day that Mexican President Andres Manuel Lopez Obrador sent a delegate to hash out a deal with the Trump Administration, to avoid an about 5% blanket tariff on all Mexican goods. Many of the migrants detained are from Central America, namely Guatemala, Honduras, and El Salvador.",NBC News (Online),Left ,b'Mexican armed forces meets migrants at southern border',https://www.nbcnews.com/news/latino/mexican-armed-forces-meets-migrants-southern-border-n1014441
"June 6th, 2019",b'Before Tariff Deadline Mexican Armed Forces Meet Migrants Near the Border',"Before President Trump's Tariff Deadline, Mexican Armed Forces have doubled down on their efforts to restrict migrant caravans from crossing the U.S.-Mexico Border. Dozens of migrants have been detained by the Mexican government, on the same day that Mexican President Andres Manuel Lopez Obrador sent a delegate to hash out a deal with the Trump Administration, to avoid an about 5% blanket tariff on all Mexican goods. Many of the migrants detained are from Central America, namely Guatemala, Honduras, and El Salvador.",Reuters,Center ,b'Mexico meets migrants at southern border with armed forces',https://www.reuters.com/article/us-usa-immigration-trump-mexico/mexico-meets-migrants-at-southern-border-with-armed-forces-idUSKCN1T62YC
